,1
bbcccaccabbbcc,1
bbbaaccabcb,0
cbaaaab,0
ccaccacaca,1
bcbcacb,0
abcccccbcabaa,0
acabcacbaca,0
cabaaabcccababbaacab,1
cbccaaacbbbc,1
cabccccbbaca,1
ccccbbabcaaccbccab,1
abbbaaaabcabca,1
cbcaacabbcaabb,1
ccbcccb,0
bbcaabca,1
bcaabaacaba,0
bccaccbbabccb,0
bcaabb,1
bcaabcacaabbccacaab,0
bcabcacbaccbbcbbaab,0
aaaaacabb,0
bacacaabaacacc,1
bbbcccbcbabbcccbc,0
aaccbbaaaababbaaa,0
ababcbccaab,0
caccaaccbcbaaca,1
abccbaacacb,0
ccacabaacacabaaaacb,0
caacca,1
caccaaabcbcccaabcccb,1
accbaaca,1
cccbbabbbbbcca,1
acbabcababaaca,1
cbcabbaaa,0
ccbbbba,0
aabaccccbbab,1
acbabbacbccc,1
abacaabaac,1
abbbbcccabb,0
babcbababbacaa,1
acccaabbca,1
baaaababbbbabccc,1
aaabbcc,0
cbbbbbacbba,0
baabaacabbbbcacacb,1
bccacac,0
aaababcaccbaccbbbbac,1
abbccbbbcabcaabcca,1
ccbcbcbccacaacbcaac,0
acbccaacbc,1
ccbbaaacbcac,1
bbaccaba,1
cabbbbbaabac,1
bacbbbb,0
bbcbbbbc,1
cabbcbab,1
aabccbaacacb,1
cacaabaccbbcbcbabcaa,1
bccabbcccaabcabbca,1
accabcccbaccaaa,1
bbcbaaaccbbbacbaac,1
aabccaabaabacabab,0
cabcccbacbbabcaa,1
cacbbacaaccaabaabb,1
cabbacaacbccbabaa,0
abcbbbacbbbbb,0
acabacbbccccb,0
abbccacaacabaacb,1
cbbbcbccabbc,1
abbaacbcbaacaccacbbc,1
aacbbcc,0
acaaccbbbccb,1
aacccbcacbabaab,1
cbbaccbcac,1
acabc,1
cbbbacbbabccabac,1
cbacaaacccaccbaaca,1
baacaacc,1
caaaaacbcabcacbbaca,0
aabcb,1
babba,1
cbacbcacbccc,1
acbabc,1
bbabababb,0
aaccbbcbcaacbcbacb,1
cabbcbaacacbcbbbbc,1
baacaccbccbcbb,1
abbcabaccbba,1
bbcbaaba,1
aabcacacbcbbccab,1
bacbaabcbacabbcaac,1
aacacacabaa,0
acaaacabbc,1
cbbaabbaaccbacabcbbc,1
accaabababaacccaba,1
bcbbaca,0
baabacbcbc,1
acabccaababcab,1
abccaacabacaaac,1
cbcbb,1
cbbcbbbbcacaaaababcc,1
bcaccabacabbb,0
bcbaccbaacc,0
aabbccaaaaabcbcaabc,0
acabbcabab,1
acccc,1
baabbbabbbccaba,1
aacbcbcaabaa,1
aababccccaabcabc,1
bccbb,1
ccccabcccbccccaab,0
cbbbcaacccbbccbc,1
aabcbaabbacc,1
acbbabaabbcaa,0
abbacbbbcaacaabaaa,1
acbcbabcaabbacccabca,1
caaacabcbc,1
cbacac,1
bcbaccaccaccbacababc,1
aaaac,1
bcbaaabbcb,1
acbabac,0
cbcbbaabaa,1
acabbcbcccacb,0
acaabbabbbcbbcab,1
babacbabcaacbbbcccab,1
cccbcacabaacbbba,1
cccaaabbccbbcca,1
cacccccabbbc,1
cabccccb,1
caabcbcaabaccb,1
accacccacb,1
babcbaaccbcbb,0
cbabcbaccccacbacaa,1
cacbbaccbab,0
babcccabbab,0
abcababcbbcbccaab,0
bcabcaacabaabaccb,0
cbacbbabacbababca,0
cbbcbaababbb,1
ccaaca,1
babbbabacbbbabbbbcac,1
accacccbcbaaa,0
bbbbacc,0
acaabababbbccabb,1
cbabcbbcaaccaabc,1
bbacbbbabacaa,0
babbcaccbca,0
bbababbbaabc,1
aaabccabacbac,0
ccaccbcccbbccbabccbb,1
acbbaccac,0
cbabcabbbbbaa,0
ababbacaaaacaccbbacc,1
caacaca,0
acaabcabaabccbbbabba,1
cccacacccabcccab,1
cbccbac,0
baaacaaa,1
ababaabcbcacbabab,0
cccaabbcaaaab,0
cbaaab,1
bcbccbbbcababccaaac,0
bbbbb,1
cbcabbaccbabb,0
baabacbcaacac,0
cbccaaaabbac,1
cccccacbaacbacaaa,0
bbabbccbba,1
ccbacaacbbaabcca,1
aaabcacb,1
acbbbbcccacb,1
babccca,0
babccabccabbbcabc,0
ababacbcbcaabacbca,1
baacabbbbbaccabcc,0
ababccabaccbbbacbb,1
caccabb,0
bcabcc,1
acabbbacbbbbb,0
bbcbaaccbbc,0
baccbcb,0
baabbababcaac,0
bcbbbb,1
bcbcbaccabccaaaacbaa,1
ccbbabcbbcaac,0
cbbababcc,0
aacabccabccbaacacab,0
aacabaccbabac,0
cbcbbaccacbacabcbac,0
acacbbaccabbbacbcc,1
baacacbccaacc,0
bcbcababbba,0
caabccccaaaa,1
cccbabacccc,0
babcb,1
acacba,1
acbbbcccccca,1
ccbbabaccacbcb,1
ccaacaa,0
bbbcc,1
aabbca,1
cbccbcbacca,0
bccccbccbcbbbbc,1
baabccbcbabbcacaabca,1
bbbbabbbcabcccbbabc,0
bbccbbbbaaacc,0
baabbaccbcbcaccccb,1
caabcaacbbccaccabc,1
babacababaa,0
caacabcac,0
bbbbcbbbcb,1
cbbabbacaabcacbaca,1
aaabbbcabcabccaacaaa,1
bbabcaabcabacbcca,0
bbbcbcaacbcaa,0
aabbccbbbabcbcc,1
bacaabc,0
bcaacabbaacbcc,1
bbaaacbcbbcaacb,1
cbcacaac,1
bcbaccacbcbbcccacabc,1
aaabbbcbababac,1
aaccaaccc,0
acccbabaaabaacbcaba,0
acbbbbcbbaa,0
cabacbbaccbcacbaa,0
ccbbccac,1
acbacacabbcccba,1
bcabcabcbcaac,0
cbbcabbababccabbaa,1
ccacbaabcbaccaaacc,1
bcbaaabcaccccaacbc,1
abacacacacbbcbcbb,0
caccbabaa,0
cabacccc,1
bacbcaaacbccbab,1
cbbbabbccbbacabac,0
cabcb,1
cbbccabaccabacbbb,0
aabaccccbaacba,1
cbabbbccbaaacbbcaccb,1
caacbccbcacb,1
aaaababbcababcb,1
cbbccaacac,1
bcabcacabb,1
abbcaacbacbbba,1
aaabcbcbabcaaaccbcc,0
bcaac,1
abababcabcac,1
cccaccacbaccabc,1
bcbcbbbcacaacb,1
bcbbcbcbbaabcaacb,0
bccaabcbaaababccaaca,1
caabcbbaacca,1
cabccccabacbcaccab,1
cccabbaca,0
baaabcaaabc,0
cabbbbcbcaaccbabb,0
bbbbbccccbccab,1
ccaabcbbcb,1
abcabaabb,0
cbaabccacaccbacbcbac,1
cccbb,1
bacbcabbbcacaa,1
cabaacccbcbacbbbca,1
cbbbcc,1
acbabba,0
cacabbbacaccabcbc,0
aaabaccbaccabcabc,0
abaca,1
acbcaabbcabccc,1
bccbaacbcccab,0
aaccb,1
caccaccabaabbca,1
caabcbcbabcaabacca,1
acccaacabca,0
baccccb,0
abcbaccccbccbcbabbab,1
bccbbcccacaaaaaacc,1
bccbabcaaabaacccccb,0
bacbaabaaaac,1
bcabccbcaccba,0
acabaababaaccabab,0
bccbcaac,1
ccbcbaba,1
acccbcbab,0
cccacacabbaabccbb,0
cbacbccbcbbaacbcbbbb,1
caabaaabcaaacc,1
aabbbaba,1
ccbaccc,0
bbbbbacbcbcab,0
cacbaacbcabcabba,1
bbaababccacca,0
aacbc,1
bcabaabbbcacbccc,1
cbcacbaabbcabbbcbab,0
bbcbccacabbbbc,1
cbacbcccb,0
bbaabaabcacbbbcbc,0
bccabbaaaabacbcca,0
bcabcaaacbbbbcbcc,0
bbcbbbcabca,0
cbaaccabbacab,0
abaccbacbcbbbb,1
aabccb,1
abcbbcccaabbbbaaaabb,1
abbbbababc,1
bcccbc,1
abcaaacbbcb,0
bccbacbbabbaca,1
ababababcbbccbbcbb,1
cbcaccccacaccaaccbc,0
ccacacc,0
bbabbcb,0
ccaabcbb,1
bbbcbbcbbbcbabbb,1
babacabab,0
cabbbccccbaa,1
cbabcab,0
cacbbbaaaccaacbc,1
cbcbbabacaaaacaac,0
bbcccccacbcbcabba,0
bcaca,1
cbbbbbabaccac,0
bacabcaa,1
abbab,1
cbacabaacbbcaababc,1
aaaccaacabbbccba,1
cbaaacccc,0
abacbacbabbbacccbab,0
acbbaaabcbcbb,0
aabbbaabcc,1
acbbcbccabbccaab,1
bbcacbaacbbbab,1
baccbbaccbbbaabbaabc,1
cabaaabcccaaabbacac,0
bbbbcabac,0
abccbbbabca,0
aabaaaa,0
abacbaa,0
baabbbccbc,1
bccacaccaacccb,1
aacbbcbabbabccc,1
bcbcbc,1
cacac,1
ccabbaaaa,0
acbcaaaab,0
aabccc,1
ccacccccbaaaccaca,0
ccbaa,1
ccaccbaacaabbbbcc,0
baabcacbccb,0
aabbabcaaccccabaab,1
ccaaacccccaccc,1
cacbcbaabcbac,0
bbccabacaaccaab,1
ccbccabbbcccabcbba,1
babbbccbbcbabb,1
bccaacbbcbbbba,1
ccaccca,0
bbcbcaccabaacaaabb,1
babbbcaabaccb,0
cacabcabaccaabc,1
bcbaacaacaaac,0
babaaabbbbbcaaa,1
abbcabacbaccbabb,1
acacacaba,0
aaaaccccaccbba,1
bacbbcbcacaba,0
abcacaaba,0
abacacabbcbbbcccb,0
abababcbcacaab,1
bcaccbb,0
babcabbabbaba,0
bbacabbccbbcbbac,1
ccbabbabacccabbcc,0
babbbbbcbaacaaab,1
bbaab,1
acaccabacaabcbbac,0
bbbcbbcababba,0
caacaccbabccaacaa,0
cbbca,1
acbaababaaa,0
aacccbababb,0
cbbabbbac,0
ccbaacbcbccbacbbcb,1
aacccaabacac,1
cbcabba,0
aabbbb,1
abcbbbb,0
bccbaaabbbbc,1
cccaaccbca,1
cbbbacaccbbabaaccc,1
abbabcacacacbaaa,1
abbcccccb,0
acccabacab,1
caabacbababbacbcaab,0
ccaac,1
bcccabcb,1
abacccacabcabca,1
ccbbbacbbaabcaaa,1
accabbbababb,1
aaaccaccbca,0
aabaaccbbbcbbab,1
bcaabbbcbccbacba,1
acaac,1
bbcabbbbac,1
caaaaabbcaacbacc,1
cbabbbbaabccbaabccbb,1
cacacacbab,1
babaacbacccaba,1
cbcbac,1
abaacabacbbcb,0
bcabaaab,1
abacbaccaabbca,1
acccb,1
aaaaab,1
cabcabacccccabbbb,0
caccacbabbbaacbccbc,0
baabcccc,1
caabbcbbc,0
abcaab,1
baaaacbbc,0
bcbbacbaaccaaccb,1
bacbccbcac,1
acbabaccaacc,1
cbabbbcaacbc,1
ababcabcaa,1
ccbbcccbbc,1
cabaccc,0
aaabcaba,1
bbcbabbccac,0
cacbabbc,1
aabacabcbbcccabcbbbc,1
ccaabbbbbabc,1
bccbbcaaabaacb,1
accabaaa,1
caaacbcaab,1
accabcaaaccaccbac,0
baccbaaa,1
baaacccbabcbabacb,0
ccabaacbccbccbccb,0
cbcaabbbcba,0
bccacbcaaabbbaaa,1
baacaccabc,1
bbccbacabbababa,1
aacaabaccabbacbc,1
bbaaaacccbc,0
bccbacabab,1
bcbcccbb,1
bcbccc,1
bcbbaacacacaabcaccb,0
bbcbacbcabccba,1
baabcbba,1
aabaaacabaabbbb,1
acabbcbaccca,1
bbbbacaacacc,1
cbabaaccacba,1
cabaacaaccac,1
abbcaacbcccacaabcbb,0
baaab,1
acaacbcbabccacbacb,1
baabbabc,1
cacaacbcabbaabbacca,0
cbbbabcbaccccacbaa,1
aabca,1
cacbbbcab,0
aababbcaaaa,0
cccbabcabababa,1
acccaab,0
ccabcaabcb,1
accbacbbcaaaacca,1
cbbaaacc,1
bbbbc,1
bbcacbccabcbccbbbb,1
acccccccbcbbaa,1
cbacbbababcaaa,1
abbbcaaabca,0
bbcbbabbabcbb,0
bbabbbccbcaccb,1
ccbbbcccaaabbabaaba,0
cbcabcbbbccabbca,1
accccbaaccabc,0
bbcbbbbcbcaabcc,1
acbaabbccbabaaa,1
caacccca,1
abbbb,1
bbabaabcacacc,0
acabbbacaaabbab,1
ccabcabacbacaccaab,1
babbcb,1
baacabccc,0
ccaabacb,1
ccabbbbb,1
cabccaaa,1
ccacaacaaabaa,0
cabacccb,1
abcbbacbacbbbacbaacc,1
aabaabbcbabbcb,1
cacaabb,0
cacbcbbbbccaacac,1
ccbcabbaab,1
bcababbbbcbbac,1
accabacc,1
ccacbcaabcbbaaacacc,0
aabababaaccab,0
caaabcbccbbbabab,1
ccbaabaabbc,0
ccbcbcbcaacbccccc,0
bbcacab,0
bcaababcacaaa,0
cbbacbcbbbaaacaacca,0
cccac,1
acaaccccbbaabbcbaa,1
aaacbcbaabababac,1
abbaaaacabbcccbbcaab,1
acaccaabb,0
bbbccaacaabbba,1
bacacbaaa,0
bcabaaa,0
abbcacbbbbbcbbabbc,1
bbababc,0
ababaacbaacccbbbccb,0
bbabccaac,0
acccabcaaaaccb,1
cbbcabccaaacbcccacb,0
bacacb,1
cacacbabc,0
baaabcbcccaaccacaaa,0
cccaabcabababca,1
acbcaccbccbb,1
acbaccacbccccaa,1
bccaacabcac,0
aaabbb,1
acabcccababcacaba,0
cccbcbcbbacbbbcbaa,1
bbbabaccbccbcb,1
bbbcaccbcbb,0
aabccbac,1
aaacbc,1
ccacbcbccbabc,0
abbbbcc,0
ccabc,1
abababcababcaccaccba,1
ccccbb,1
cccbbbccc,0
ccaaacaca,0
abbacaccaacacbcca,0
cacaaaabcbcb,1
cbabcaaccbbabbccba,1
acaacababbbcbbcca,0
bbaabc,1
bbccacbc,1
aabcabbbca,1
accbcba,0
bcbcccaabcbbcbabaaaa,1
acaccb,1
acccbbbbcbabacbbcacc,1
abccbbcccacccbba,1
cbaaaabccbc,0
baccbaa,0
cababcaabacacacca,0
bacccaaabbbcab,1
cbcbaaabbaab,1
acbaccabbcbabacaa,0
accababbbbbbaabbcc,1
bbbbaacbbccbcbabcb,1
accacbaacbbbcaacbba,0
bccaaaacaaabccaaab,1
bbbaabbaacbaaaa,1
ccacacccaaabbaabba,1
cbcaabcccba,0
aabbaaccbbcacccba,0
acbbcccacbacbaabbb,1
cbaccbbababbcbcba,0
abaabbbaabcaaabbac,1
ccabbbbbaccccaabab,1
cacabababccacabb,1
cccccccbbbcb,1
caccbcabbbcbbcaa,1
bbcbbcabcbaacbabca,1
abcbcbccbccbccbcccab,1
cbaaabbbbaa,0
cabaaaaccbbbacc,1
bbcbbbcb,1
caaabbbaabacbacbc,0
abaabaabcbcabbacbbaa,1
acbbcabbccaabbab,1
ababc,1
acccbaaabbabbbc,1
aaccba,1
caaabcacabcabbccc,0
cbabccabbbcaaccb,1
aacbaaabacbaaaacc,0
cacbbbaaa,0
bacccabccbabcbccabcc,1
baaccacaa,0
caccbabacbbabbccccac,1
bcabccacbc,1
bbabccccbcacbabcacab,1
abaacaaaababcbba,1
caababbbbacb,1
bccbccccabbaccacbaba,1
ccaabcbaa,0
abaaccabbccacbcccb,1
bbacaaabbccacbabaab,0
caacbaaaabbbababca,1
ccbbbac,0
abaaaaa,0
ccaaaaaaccacbaccba,1
abbabaaba,0
acbcbbbab,0
bcbbcbaacacccccc,1
abbbbbbbcbaccaccaa,1
abaaabbaababacbcaaa,0
cbacaab,0
aabbbbbcbaaaabcbbab,0
caabbbbbaccc,1
bbbabbaabbababaa,1
bccccbcbbaa,0
cbcabbbb,1
aacbacabcbacaabaccac,1
bbabbaccbccaccbb,1
baaaabcbaaa,0
bccccabab,0
acbbbcb,0
acaaaaccac,1
cccbbcbbaacaaaaaaccb,1
bacca,1
abaacccbacc,0
bacacacaaabab,0
bbbaccabcbbbbccac,0
abbbaaabbabbbbbaba,1
cabaccabcbb,0
cccaaabacbcacacabca,0
caaccbcbababacbacbca,1
cbbbacbbabbccbb,1
bccca,1
bbcacbacaacbcababcab,1
babaccbccbbcabcbcaca,1
aaccaccaabaaccaabbc,0
aaaabbb,0
bbcabaaacabccc,1
cbbcbcacbb,1
bcbacacbbab,0
aaaaaaabcac,0
aabaabbbcbbbccbbaabb,1
aabbcababcbacb,1
aabcbcacac,1
aabacacbbbcccac,1
bacaccccbcaabcbcccc,0
bbaaabaabaabaccac,0
bbccbbacbbacaac,1
caaccacaaaabcacccac,0
ccaacb,1
bbababab,1
bbabbaaacbaaaa,1
abaacaaccacaccbccacc,1
aaaccabbbcab,1
ccbcbacacbcbbbab,1
babcaaabbcbbcba,1
babcbcccacccbca,1
cababcbabbcbccbcc,0
abccccccaa,1
cccabbbbbbaabaccbca,0
bcacbccbb,0
aaaacccbcacaaaabacac,1
bacbcbccc,0
baaccccab,0
cbacbbacabacbbcbaaba,1
bbbccaaabccbabbb,1
baccbbb,0
cabbbba,0
bbcccbbcaccbcba,1
abbabcabc,0
acbccaaa,1
bcbcacacbaacacca,1
bbccacbbbbba,1
ccbbcbabcbaccac,1
accaccaacba,0
abcbcb,1
bcaccabccbacbb,1
bbbcacabccaa,1
abaacacbcbbaaabb,1
cabaccac,1
cbccbbba,1
aaabcacccbbaabbbbaa,0
bcabaaaa,1
cacacabaca,1
baaacacaccbb,1
cbbabbaabc,1
bbabbabccb,1
cbcababb,1
cbacbbcabbcbccc,1
aabbcaaaacbabbbcc,0
baaccbbbbccabaabbb,1
abcbaabcbbcacabcb,0
bcbbc,1
acccabb,0
aaacca,1
cbbbbba,0
cabbac,1
baaabbcbbbc,0
baacccbbacbba,0
acbbbaaababbcccabac,0
cbbbacc,0
cbabcca,0
cabcacacccababc,1
cbaaccaaaabbbcacac,1
caccbcbbaabcbbaca,0
cacbbbcccacb,1
ccbbccccbab,0
acabaaababbcacbaab,1
aacabc,1
aabbcbabbacab,0
abbccbccabba,1
babaaacaccbbcc,1
bbaacabcccbbc,0
cccccaaba,0
cbaaccbbccbca,0
abbababbcacaa,0
abaabbab,1
bcbccca,0
bbaababccababbcbaabb,1
babbca,1
accba,1
cacbaabcbbbb,1
ccacacabbbbabacaccac,1
bcbbbccaaacab,0
bcbcbabccb,1
abcbaabcaaa,0
bcacabccabc,0
ccacbaabbccbbbabcab,0
abcabbbbbba,0
accbbc,1
cabaa,1
bbaacabbbbb,0
aacaa,1
abcbaacacbcbcac,1
bbacacbabbba,1
bacac,1
cbcccbcabaabacacbcaa,1
bcbccbaacac,0
abbacbcbabcbbbcb,1
cabaaaabbc,1
baacbaabacbccc,1
abaacbccb,0
acabaca,0
aabcab,1
acccaabcba,1
acbbbac,0
caacaabbcaaabccaa,0
bccbcbcaabbbb,0
ccabbabbbbbaaa,1
ccabaacacabbbbbac,0
babbabacbbaba,0
bbaacccbc,0
bbacacc,0
acabaaabcacaaab,1
ccbcbb,1
cccbbabbabbbbcaaaaab,1
cbcbbccacbbacca,1
cbcabcba,1
aacccbcbabaccb,1
aacaaaaacaababbbaca,0
abacabbb,1
aacccc,1
cccccbacab,1
accabcbbacca,1
bababacbcba,0
cbcaababbacaa,0
abbabacccc,1
bbabcabcacaaccbaccca,1
bbcaabba,1
caaaab,1
bcbba,1
bcbacccccabcacbbbc,1
bbbbbabbaabcabcbacc,0
cccacccccccbcbbabb,1
ccbaacaaacba,1
bcacbbcb,1
abbbaaabbaaccccaaab,0
caacaab,0
bacbcaabc,0
bcaabcbbcbccbaabaab,0
aaccbaccacabacbbaacac,0
abcabaaacabbb,0
cbcbbbaabacacbbbb,0
cabacaccb,0
cccbbbbbacabbacaa,0
acabbbacaac,0
cbbbbbacccaaababcbb,0
abbcabbaabbcc,0
cbcbabbacbb,0
aacaacbcc,0
bacbcbaccbc,0
abccabbcaabaaabbbaa,0
bbaccaa,0
bcccbccabccbaccabcc,0
baaacbbbc,0
cacaaca,0
ccbcacbaaacacbaaaca,0
acbccbcaa,0
bcbbcbabbbccbcbaa,0
ccacccbbcabacabccccab,0
aaabbac,0
cbabbccbc,0
bacbccc,0
aaaaabb,0
caababaaabbaa,0
accccabbbcbcacabccabc,0
cccaabbcabaabbcccaa,0
cabcaababcc,0
ccccbcabaaacbbbccbcaa,0
baaabccbaabbccbac,0
ccabcbaabab,0
bbbccabbcbbcaaaacbb,0
bbbbcbbcc,0
aabacbcaaacbcbbbc,0
bbbcbaaac,0
bcbbacc,0
cbccbab,0
ccbaccacbbcccacaabb,0
ccbccaabb,0
ccabcaabcaabaababaa,0
ccacbabcbcabcccba,0
babbcabaaaa,0
babbaca,0
aabcaaabc,0
aabaaacbaabbbbacb,0
baaccaacc,0
acaacbabbccbccbab,0
bbccccacbcabc,0
ccbaabb,0
cbbaabaccaaba,0
cabccac,0
babbacccacccbccabab,0
babbabbcaabbcaccc,0
acacacbabcbcb,0
abbabac,0
bbccacaacbbabbccb,0
cbacccc,0
cbcaaacbccabbbcab,0
acaacaabcbbabaaba,0
cbcabbcabaacbbaab,0
abbabaabaabaccccb,0
abcbaabcbab,0
bbbaaaccb,0
caabcabaaabccaacacc,0
abacaaaaabcbbbaca,0
ccabaaababbcccbcabcab,0
bbcabcabcccbbccccaa,0
bcaccba,0
acacabccbbbba,0
cbccccbabcbbcaccc,0
abaccababbbccccab,0
bccaaaabbab,0
acacccbaa,0
bccbcbcabbcbccccbcccb,0
acbccacaabaabcbaaca,0
aacacaabc,0
baccabaabca,0
ccaabcbbcaaaaaacbcc,0
bbccabbacccccaabcbb,0
bcccbbaacbbca,0
caacacb,0
ccabbbabbacca,0
acabbabacabbbbbaccb,0
aacbabbbacbbccaacbb,0
aaaabbbabaabcaaac,0
abcaaab,0
babcacbaccabbbaca,0
cbabaaaaacbabacccca,0
abcacabbbbc,0
abbabbcaccb,0
bccacaabbcccaccbb,0
cbccccabcacabcaccccbb,0
bcbaccccbcaabccab,0
bbcbcbccabbbbbcac,0
caabcbb,0
cacbacabcccccacbc,0
cbacacbbbbccacbaa,0
cbaaccc,0
acbaaccacacaccbbb,0
abbbccc,0
bacbbacbcbbab,0
caaccbb,0
accaabbcb,0
ababacaababcbaaabcc,0
acccbccaaabcacccb,0
abbbaaabaac,0
babcacc,0
ccabcaabbbccbcbabba,0
abbbaba,0
cacbaaababbbaccba,0
cbbbacbcccbabbaab,0
cbbcabbaccaacacba,0
aaccacbabaabb,0
abbabcbccbacbccbaca,0
cbcacbcbcca,0
bbabbbccccc,0
cccabbaaacccbbcba,0
acbbcbc,0
bcbaabbcbcc,0
cbccccc,0
aacbbabcc,0
bacbcaccbbb,0
aaccbbbabbbbaccacbabc,0
aabababbcbccbbabacb,0
cbacacabcaa,0
accbccbaaccacacbaca,0
bbcaaaaaa,0
bcaaacabcabbccbcccacc,0
aacbcbcabcb,0
baaaabccbccbccbac,0
abccabbbccbacbcca,0
bacacbc,0
ccccccacbbcbcabca,0
cabccaabbbbccaaaaabaa,0
abababcccca,0
aabbabcabba,0
cccbcbcbaabccbcbb,0
cacbcacabbcbaabbbbaaa,0
bcbbaaa,0
bbccacbabaccbcccabbbc,0
acacbbbacabbbaaba,0
bcbaccabbbc,0
acccacc,0
bcbbccbbcacaaaabb,0
aaaccbbca,0
bacbcaa,0
abbcbcb,0
bacbaccbacbabbcacac,0
baababbcaacccabbb,0
baabacccbccbcabbbac,0
bbbcccb,0
abcccbc,0
acbaccc,0
bbacbcbbc,0
bbcabcb,0
babcaaccacccb,0
bcabacbabacab,0
aacbacccbcb,0
cbccbcbccbaacaacc,0
bbbbaabcaacac,0
bacbabaabcbbbabab,0
abcaabcbc,0
cacabcb,0
abaabbbacaccc,0
bbccccb,0
ababbcbcacbbabbac,0
aabacabccccacacbc,0
bcacbbacc,0
cbbcaacbbabcb,0
bcbaaba,0
bccbbcacbbccbcbabaacc,0
cbaabbaacca,0
bbbbcca,0
cbbcccaabaa,0
accabcaac,0
cccacaabaacbbbccc,0
ccabbacaaca,0
cccacccbaccbaabba,0
baacbbaaabbaa,0
bcbcccaaaaacabcab,0
ababcbcacbbcbabcc,0
bcaacaacbaaacabccbc,0
bcbacaababbabbaab,0
caaccaacc,0
bacacacbcccccbaab,0
caabacbccbcbbcabbbaac,0
bbccbcaac,0
aabbcbc,0
accccbccbcaaa,0
bcbccaa,0
abbbbaa,0
bccaabbcabaabbacc,0
baabbca,0
cacacabbbbb,0
aabcacbabbbab,0
cbbcccbcbacccacbaaa,0
aabbbbccb,0
abccabcaaabca,0
bbbbcaa,0
aacaccccaacbaacccab,0
abccaccbbaabcacab,0
acccbcc,0
acbccabaa,0
acccbac,0
baccabcba,0
cababbcaaaacc,0
aacbcaabbbaba,0
abccbbaaabccabccbbc,0
ccaccbccbbcacbaba,0
aacaccccacb,0
cabaabaccccab,0
bbbcbabacccbccbba,0
bcccccb,0
acabaac,0
cbcabbaaabcbaccab,0
cbbacbbbaabbcaccc,0
cbcabcacc,0
babcaaabbcbcaabbb,0
ccaabbbbabacc,0
cbaaabb,0
caccaccbaccbbbccc,0
bcbacbaacabca,0
aaabbbbcccc,0
accacaa,0
baccaaa,0
abbabaa,0
ccbabcbbbbabcaaab,0
bcaccbabcabaabcba,0
cccbcabbbaabc,0
acbabacccac,0
bbaccacbabcba,0
cbcccaacaacbcccabac,0
bccbaacabbbcccabaca,0
bacaacabacbabbcab,0
ccbbcbacaab,0
ccaacaccc,0
cccbccbbb,0
cbcccab,0
abaaabbccab,0
aacccaacb,0
bacbbabbbacbcccacca,0
acccabaacabac,0
bcbaacabbccabacbc,0
bbccbbaaaca,0
bcacbaacbabca,0
